numero_orden,peso_total_kg,volumen_total_m3,lineas,unidades,skus_distintos,direccion_normalizada,lat,lon,node_id,tiene_nodo
ORD-CL-202612-003635,91.91499999999999,0.562613,8,51,8,CALLE ESTADO 8845,-33.43949515564987,-70.64953513821996,1746,True
ORD-CL-202612-003636,551.038,4.316898,20,102,19,AVENIDA KENNEDY 1795,-33.4071826,-70.5963306,1239,True
ORD-CL-202612-003637,243.21099999999998,1.373044,10,60,10,CALLE MERCED 6576,-33.43731790255185,-70.64174538474282,1834,True
ORD-CL-202612-003638,95.167,0.678964,9,31,9,AV. IRARRÁZAVAL 6181,-33.45211752135792,-70.62996532946244,294,True
ORD-CL-202612-003639,87.82300000000001,0.372048,14,45,14,AV. VITACURA 9543,-33.38110315,-70.5437705625,1176,True
ORD-CL-202612-003640,269.126,2.4722690000000003,12,88,12,AV. SANTA ROSA 8250,-33.535872,-70.6346098,1004,True
ORD-CL-202612-003641,34.257,0.141699,5,16,5,AV. INDEPENDENCIA 9638,-33.430113,-70.653323,252,True
ORD-CL-202612-003642,249.16899999999998,1.380888,16,76,16,AV. LIBERTADOR BERNARDO O HIGGINS 8974,-33.44378662227161,-70.65086273448715,533,True
ORD-CL-202612-003643,188.84,1.1607210000000001,12,75,12,GRAN AVENIDA JOSÉ MIGUEL CARRERA 5359,-33.5042666,-70.6550842,2231,True
ORD-CL-202612-003644,127.441,0.8105709999999999,16,45,16,CALLE COMPAÑÍA DE JESÚS 7475,-33.439644149230105,-70.66251983715254,1672,True
ORD-CL-202612-003645,67.138,0.497893,9,53,9,AVENIDA LAS CONDES 6919,-33.406144473333335,-70.55944789333333,1277,True
ORD-CL-202612-003646,319.409,2.087155,16,77,16,AV. PROVIDENCIA 1951,-33.424248,-70.6132664,862,True
ORD-CL-202612-003647,183.399,1.396187,11,64,11,GRAN AVENIDA JOSÉ MIGUEL CARRERA 7083,-33.52104725454546,-70.66008385454546,2239,True
ORD-CL-202612-003648,528.529,3.674207,22,107,21,AV. MANUEL MONTT 8763,-33.450409379191655,-70.61310094459272,627,True
ORD-CL-202612-003649,122.94900000000001,1.056929,7,29,7,CALLE SAN DIEGO 5685,-33.46971150355578,-70.64855318455172,2050,True
ORD-CL-202612-003650,127.945,1.03406,13,65,13,CALLE SAN ANTONIO 7911,-33.43487534738776,-70.64887247008978,1999,True
ORD-CL-202612-003651,84.328,0.420173,8,31,8,CALLE SAN DIEGO 1583,-33.467134566666665,-70.64895103333333,2022,True
ORD-CL-202612-003652,124.197,0.660749,17,63,17,CALLE SAN DIEGO 9161,-33.46971150355578,-70.64855318455172,2068,True
ORD-CL-202612-003653,33.3,0.153525,5,14,5,AV. DEPARTAMENTAL 4187,-33.4883406,-70.6840054,122,True
ORD-CL-202612-003654,214.77,1.296804,15,65,15,CALLE MONJITAS 7634,-33.436639090107406,-70.64200400967839,1890,True
ORD-CL-202612-003655,298.837,1.858876,10,57,10,AV. TOBALABA 1937,-33.4301311,-70.5865972,1023,True
ORD-CL-202612-003656,343.231,2.467701,19,106,19,AV. MACUL 969,-33.49707804581206,-70.59790889427815,582,True
ORD-CL-202612-003657,125.847,0.682506,18,66,18,CALLE MERCED 969,-33.43731790255185,-70.64174538474282,1852,True
ORD-CL-202612-003658,94.743,0.573044,10,26,10,AVENIDA INDEPENDENCIA 2310,-33.40491083846154,-70.66261288461538,1221,True
ORD-CL-202612-003659,161.399,1.379658,14,80,14,CALLE BANDERA 6289,-33.44046393300847,-70.65220603930719,1563,True
ORD-CL-202612-003660,79.956,0.309004,17,49,17,AV. GRECIA 8422,-33.47531328717949,-70.54481643205129,191,True
ORD-CL-202612-003661,34.879,0.17764600000000003,8,21,8,CALLE SAN ANTONIO 5688,-33.43487534738776,-70.64887247008978,1988,True
ORD-CL-202612-003662,206.722,1.250275,8,54,8,CALLE AMUNÁTEGUI 7313,-33.41625625370045,-70.66756956491413,1458,True
ORD-CL-202612-003663,79.012,0.455109,13,40,12,AV. LA FLORIDA 9258,-33.5375876,-70.5726688,424,True
ORD-CL-202612-003664,135.986,0.840949,20,76,20,CALLE SANTO DOMINGO 8939,-33.438971360737774,-70.68787532598256,2124,True
ORD-CL-202612-003665,160.57299999999998,1.211903,10,58,10,AV. MANUEL MONTT 9695,-33.450409379191655,-70.61310094459272,630,True
ORD-CL-202612-003666,126.856,0.72641,18,65,18,AV. MANUEL MONTT 7039,-33.450409379191655,-70.61310094459272,621,True
ORD-CL-202612-003667,113.868,0.764938,14,74,14,AV. PAJARITOS 5193,-33.475885850000004,-70.73994677,779,True
ORD-CL-202612-003668,149.74,1.003755,12,40,12,CALLE ESTADO 5288,-33.43949515564987,-70.64953513821996,1720,True
ORD-CL-202612-003669,112.699,0.539474,12,57,12,AV. PAJARITOS 933,-33.5187763,-70.7573866,806,True
ORD-CL-202612-003670,139.862,0.80794,18,74,18,AV. VITACURA 3943,-33.4000865,-70.591564,1143,True
ORD-CL-202612-003671,187.791,1.320525,16,72,16,AV. INDEPENDENCIA 2471,-33.4034283027027,-70.6635203054054,205,True
ORD-CL-202612-003672,96.619,0.856397,12,60,12,CALLE MONJITAS 6796,-33.436639090107406,-70.64200400967839,1882,True
ORD-CL-202612-003673,276.528,2.042744,19,68,19,AV. AMÉRICO VESPUCIO 7510,-33.52372820625,-70.59914443125001,34,True
ORD-CL-202612-003674,198.209,1.196647,23,108,23,AV. PAJARITOS 1316,-33.5150517,-70.7574129,746,True
ORD-CL-202612-003675,53.307,0.321109,9,27,9,AV. GRECIA 3165,-33.46477151212121,-70.5987870979798,163,True
ORD-CL-202612-003676,36.583,0.09885999999999999,10,27,10,CALLE MERCED 9195,-33.43731790255185,-70.64174538474282,1850,True
ORD-CL-202612-003677,55.681,0.323168,13,45,13,AV. MATTA 2150,-33.45799120274538,-70.64211682398948,697,True
ORD-CL-202612-003678,200.85199999999998,1.2555420000000002,24,75,24,CALLE MERCED 2702,-33.43731790255185,-70.64174538474282,1813,True
ORD-CL-202612-003679,45.044,0.26846899999999996,6,20,6,AV. IRARRÁZAVAL 8053,-33.45211752135792,-70.62996532946244,301,True
ORD-CL-202612-003680,125.391,0.8595360000000001,22,66,21,CALLE AMUNÁTEGUI 9147,-33.41625625370045,-70.66756956491413,1472,True
ORD-CL-202612-003681,256.505,2.162732,12,60,12,AV. PAJARITOS 5193,-33.475885850000004,-70.73994677,779,True
ORD-CL-202612-003682,306.506,1.075817,18,97,16,AV. APOQUINDO 4174,-33.4149419,-70.5873076,68,True
ORD-CL-202612-003683,47.833,0.31000500000000003,8,44,8,CALLE HUÉRFANOS 1214,-33.44002503478261,-70.6539949347826,1753,True
ORD-CL-202612-003684,137.817,1.184085,8,28,8,AV. PAJARITOS 2168,-33.5074321,-70.757437,750,True
ORD-CL-202612-003685,112.916,1.002289,15,42,15,AV. KENNEDY 6923,-33.3947793,-70.5621388,356,True
ORD-CL-202612-003686,117.627,0.7400479999999999,15,58,15,AVENIDA LAS CONDES 2178,-33.393217,-70.544274,1270,True
ORD-CL-202612-003687,416.154,3.7699450000000003,17,90,16,AV. PAJARITOS 2777,-33.50103093431373,-70.75715741176471,756,True
ORD-CL-202612-003688,13.294,0.038334,5,20,5,CALLE CATEDRAL 9906,-33.438738201983064,-70.66443720992424,1636,True
ORD-CL-202612-003689,238.317,2.0383,14,71,14,AV. MATTA 2130,-33.45799120274538,-70.64211682398948,696,True
ORD-CL-202612-003690,279.139,2.6607,7,45,7,AV. GRECIA 5637,-33.46821033574976,-70.57937655427114,173,True
ORD-CL-202612-003691,120.278,0.605484,18,91,18,AV. LA FLORIDA 3507,-33.53363369958494,-70.57434383002352,392,True
ORD-CL-202612-003692,72.82,0.365892,9,38,9,AVENIDA TOBALABA 8129,-33.4562733,-70.5560667,1395,True
ORD-CL-202612-003693,96.745,0.582631,13,63,13,CALLE HUÉRFANOS 6157,-33.43969907361054,-70.65168277752262,1789,True
ORD-CL-202612-003694,152.959,0.990914,11,70,11,AV. VICUÑA MACKENNA 5428,-33.50417164,-70.61422336,1111,True
ORD-CL-202612-003695,69.05499999999999,0.486344,16,50,16,CALLE TEATINOS 7159,-33.436656955578805,-70.65568127045138,2170,True
ORD-CL-202612-003696,91.84299999999999,0.610355,13,37,13,CALLE AMUNÁTEGUI 8155,-33.41625625370045,-70.66756956491413,1464,True
ORD-CL-202612-003697,232.96,1.672144,16,60,15,CALLE MORANDÉ 1981,-33.43452185756808,-70.65443829443069,1913,True
ORD-CL-202612-003698,122.896,1.19615,7,39,7,CALLE CATEDRAL 2615,-33.4394687125,-70.67269285,1593,True
ORD-CL-202612-003699,15.394,0.060008,5,18,5,AV. PROVIDENCIA 3018,-33.43307993353561,-70.62608343748443,869,True
ORD-CL-202612-003700,110.13799999999999,0.768212,11,33,11,CALLE ARTURO PRAT 4053,-33.49902413131604,-70.72377558917707,1500,True
ORD-CL-202612-003701,370.84499999999997,2.644056,23,85,23,CALLE CATEDRAL 339,-33.438738201983064,-70.66443720992424,1598,True
ORD-CL-202612-003702,77.423,0.307804,7,55,7,CALLE HUÉRFANOS 4441,-33.43969907361054,-70.65168277752262,1776,True
ORD-CL-202612-003703,123.568,1.0269240000000002,10,50,10,CALLE TEATINOS 9197,-33.436656955578805,-70.65568127045138,2186,True
ORD-CL-202612-003704,10.139000000000001,0.024045999999999998,5,19,5,CALLE SAN ANTONIO 302,-33.439233868,-70.64832024200001,1971,True
ORD-CL-202612-003705,47.025,0.293212,8,32,8,CALLE ARTURO PRAT 1559,-33.466813317391306,-70.64696424782609,1481,True
ORD-CL-202612-003706,61.872,0.4393,8,23,8,CALLE CATEDRAL 3304,-33.438738201983064,-70.66443720992424,1597,True
ORD-CL-202612-003707,44.312999999999995,0.32283300000000004,8,21,8,CALLE COMPAÑÍA DE JESÚS 1192,-33.43871112884615,-70.65372982884615,1640,True
ORD-CL-202612-003708,133.776,0.984656,8,38,8,CALLE ARTURO PRAT 6969,-33.49563130326087,-70.72113061739131,1521,True
ORD-CL-202612-003709,239.376,1.24373,24,119,23,CALLE ESTADO 9741,-33.43949515564987,-70.64953513821996,1752,True
ORD-CL-202612-003710,99.634,0.794017,7,26,7,CALLE TEATINOS 975,-33.432789157777776,-70.65576433999999,2191,True
ORD-CL-202612-003711,217.335,1.80531,16,49,16,CALLE SAN DIEGO 310,-33.44948122857143,-70.65065859183673,2034,True
ORD-CL-202612-003712,129.798,0.767965,16,62,16,AV. SANTA ROSA 5071,-33.50369332626263,-70.63923846565658,981,True
ORD-CL-202612-003713,210.57999999999998,1.554856,16,64,16,AV. LA FLORIDA 293,-33.519235429031845,-70.58115079491817,389,True
ORD-CL-202612-003714,197.451,0.663917,23,139,23,AV. VITACURA 4145,-33.3995503,-70.5901189,1145,True
ORD-CL-202612-003715,245.265,1.604868,11,51,11,AV. VITACURA 1955,-33.4171058,-70.6049172,1137,True
ORD-CL-202612-003716,147.624,1.270578,18,68,18,CALLE SANTO DOMINGO 7873,-33.438971360737774,-70.68787532598256,2116,True
ORD-CL-202612-003717,413.941,3.036315,27,104,26,CALLE MERCED 3073,-33.43731790255185,-70.64174538474282,1817,True
ORD-CL-202612-003718,63.266999999999996,0.344997,9,31,9,AV. AMÉRICO VESPUCIO 9118,-33.396238,-70.619819,42,True
ORD-CL-202612-003719,294.921,2.095524,26,133,26,AV. IRARRÁZAVAL 9016,-33.45211752135792,-70.62996532946244,305,True
ORD-CL-202612-003720,197.344,1.200355,15,85,15,AV. PAJARITOS 933,-33.5187763,-70.7573866,806,True
ORD-CL-202612-003721,189.18,0.810504,19,103,19,AV. TOBALABA 8544,-33.4592719,-70.55405,1070,True
ORD-CL-202612-003722,118.565,0.84038,14,39,14,AV. LA FLORIDA 4625,-33.519235429031845,-70.58115079491817,401,True
ORD-CL-202612-003723,119.461,0.766145,9,27,9,AVENIDA APOQUINDO 1498,-33.415419,-70.5896234,1188,True
ORD-CL-202612-003724,103.03200000000001,0.836023,13,73,13,CALLE ESTADO 1128,-33.43949515564987,-70.64953513821996,1688,True
ORD-CL-202612-003725,23.773,0.107287,7,28,7,AV. INDEPENDENCIA 7555,-33.430113,-70.653323,230,True
ORD-CL-202612-003726,25.434,0.141116,5,17,5,CALLE TEATINOS 3114,-33.436656955578805,-70.65568127045138,2146,True
ORD-CL-202612-003727,142.625,0.915281,22,64,22,AV. IRARRÁZAVAL 5103,-33.4543351,-70.5767106,286,True
ORD-CL-202612-003728,177.936,0.8287129999999999,13,85,13,AV. LAS CONDES 6181,-33.38904613999576,-70.54005416426546,468,True
ORD-CL-202612-003729,577.7860000000001,3.875931,27,150,27,AV. VICUÑA MACKENNA 9416,-33.440722,-70.634332,1128,True
ORD-CL-202612-003730,97.655,0.7199019999999999,9,36,9,CALLE CATEDRAL 5091,-33.44385682653061,-70.7051421244898,1609,True
ORD-CL-202612-003731,195.001,1.1044150000000001,22,104,21,CALLE BANDERA 8937,-33.44046393300847,-70.65220603930719,1582,True
ORD-CL-202612-003732,80.793,0.585551,12,30,12,AV. LIBERTADOR BERNARDO O HIGGINS 4166,-33.454638,-70.692897,509,True
ORD-CL-202612-003733,105.557,0.699823,12,52,12,AV. MACUL 5144,-33.4996454,-70.5960301,558,True
ORD-CL-202612-003734,214.82,1.289735,24,103,24,CALLE HUÉRFANOS 3553,-33.43969907361054,-70.65168277752262,1767,True
ORD-CL-202612-003735,66.066,0.34430700000000003,8,64,7,AV. MANUEL MONTT 5054,-33.450409379191655,-70.61310094459272,606,True
ORD-CL-202612-003736,195.434,1.443992,17,71,17,AV. SANTA ROSA 3541,-33.4886431,-70.6405941,971,True
ORD-CL-202612-003737,50.381,0.220171,11,57,11,AV. PROVIDENCIA 4727,-33.435086638100124,-70.62889344723304,886,True
ORD-CL-202612-003738,33.405,0.189497,2,8,2,AV. TOBALABA 205,-33.4194747,-70.5999371,1024,True
ORD-CL-202612-003739,55.514,0.21873700000000001,15,45,15,CALLE ARTURO PRAT 6209,-33.49885875513929,-70.72363323656741,1518,True
ORD-CL-202612-003740,555.836,4.462126,22,114,22,AV. MAPOCHO 1251,-33.432762,-70.686501,635,True
ORD-CL-202612-003741,74.85900000000001,0.291939,11,34,11,AVENIDA MANUEL MONTT 2218,-33.4477465,-70.6135514,1300,True
ORD-CL-202612-003742,173.821,0.897126,18,83,18,CALLE MORANDÉ 5183,-33.43452185756808,-70.65443829443069,1930,True
ORD-CL-202612-003743,21.52,0.088212,5,11,5,CALLE HUÉRFANOS 438,-33.43969907361054,-70.65168277752262,1775,True
ORD-CL-202612-003744,190.912,1.382073,25,86,25,AV. KENNEDY 4559,-33.4033895,-70.5844404,332,True
ORD-CL-202612-003745,136.733,1.029673,13,57,13,AV. PROVIDENCIA 4190,-33.43307993353561,-70.62608343748443,877,True
ORD-CL-202612-003746,591.059,4.747122,14,87,14,AVENIDA PEDRO DE VALDIVIA 8011,-33.446682,-70.605953,1347,True
ORD-CL-202612-003747,210.266,1.3238349999999999,13,53,13,CALLE MONJITAS 7974,-33.436639090107406,-70.64200400967839,1891,True
ORD-CL-202612-003748,112.182,0.438356,19,127,19,GRAN AV. JOSÉ MIGUEL CARRERA 572,-33.5371408,-70.6740565,2201,True
ORD-CL-202612-003749,183.431,0.596116,9,47,9,AV. TOBALABA 135,-33.4190453,-70.6005082,1020,True
ORD-CL-202612-003750,89.558,0.578067,12,41,12,AV. RECOLETA 4446,-33.3815223,-70.6398516,935,True
ORD-CL-202612-003751,10.89,0.074783,3,10,3,AV. TOBALABA 8129,-33.4562733,-70.5560667,1067,True
ORD-CL-202612-003752,77.114,0.758962,4,13,4,AV. GRECIA 5499,-33.46821033574976,-70.57937655427114,172,True
ORD-CL-202612-003753,101.983,0.6951999999999999,15,48,15,CALLE CATEDRAL 6899,-33.438738201983064,-70.66443720992424,1619,True
ORD-CL-202612-003754,102.307,0.515374,15,49,15,AV. INDEPENDENCIA 6313,-33.430113,-70.653323,224,True
ORD-CL-202612-003755,195.78799999999998,1.606123,21,71,21,CALLE MORANDÉ 8912,-33.43452185756808,-70.65443829443069,1951,True
ORD-CL-202612-003756,175.19099999999997,1.712862,7,34,7,AV. KENNEDY 4272,-33.4044645,-70.5878314,331,True
ORD-CL-202612-003757,138.706,1.150438,15,77,15,CALLE ESTADO 4786,-33.43949515564987,-70.64953513821996,1716,True
ORD-CL-202612-003758,222.025,0.95563,8,56,8,AV. PROVIDENCIA 4079,-33.43606751567123,-70.63111504939877,875,True
ORD-CL-202612-003759,116.493,0.855491,2,19,2,AV. VITACURA 1454,-33.4174043,-70.6050653,1133,True
ORD-CL-202612-003760,222.249,1.353826,10,65,10,CALLE COMPAÑÍA DE JESÚS 871,-33.439644149230105,-70.66251983715254,1677,True
ORD-CL-202612-003761,102.336,0.615977,19,74,18,CALLE TEATINOS 269,-33.440536914,-70.65493414800001,2143,True
ORD-CL-202612-003762,47.425,0.351301,4,17,4,AV. MATTA 1259,-33.4599278,-70.6512519,690,True
ORD-CL-202612-003763,77.845,0.38685400000000003,8,42,8,AV. LAS CONDES 5618,-33.38904613999576,-70.54005416426546,464,True
ORD-CL-202612-003764,31.912,0.21826199999999998,7,22,7,AV. AMÉRICO VESPUCIO 1323,-33.50218175714286,-70.74121781428572,3,True
ORD-CL-202612-003765,81.943,0.457883,9,30,9,AVENIDA LA FLORIDA 2787,-33.5158876737604,-70.58408346247862,1256,True
ORD-CL-202612-003766,5.5889999999999995,0.005947,3,8,3,AVENIDA MAPOCHO 1366,-33.432762,-70.686501,1308,True
ORD-CL-202612-003767,26.745,0.121216,5,23,5,AV. MATTA 4095,-33.45799120274538,-70.64211682398948,708,True
ORD-CL-202612-003768,29.415,0.191678,9,26,9,AVENIDA MATTA 6279,-33.45799120274538,-70.64211682398948,1324,True
ORD-CL-202612-003769,128.439,1.21654,16,58,16,GRAN AVENIDA JOSÉ MIGUEL CARRERA 2598,-33.4786691,-70.6480304,2219,True
ORD-CL-202612-003770,49.546,0.34450000000000003,8,59,8,AV. MAPOCHO 4083,-33.43231273781036,-70.6598401291291,648,True
ORD-CL-202612-003771,112.96199999999999,0.961215,3,13,3,AV. PAJARITOS 3684,-33.4885546,-70.7518867,770,True
ORD-CL-202612-003772,16.112000000000002,0.118486,4,11,4,CALLE SANTO DOMINGO 3005,-33.43812193265307,-70.67697591632653,2088,True
ORD-CL-202612-003773,39.343,0.222866,10,28,10,AV. IRARRÁZAVAL 9904,-33.45211752135792,-70.62996532946244,311,True
ORD-CL-202612-003774,139.036,1.159853,10,54,10,AV. LA FLORIDA 4055,-33.519235429031845,-70.58115079491817,396,True
ORD-CL-202612-003775,341.78499999999997,2.688492,27,129,27,AV. LIBERTADOR BERNARDO O HIGGINS 3427,-33.451359,-70.681472,501,True
ORD-CL-202612-003776,122.174,0.889346,12,50,12,CALLE SAN ANTONIO 2616,-33.43487534738776,-70.64887247008978,1967,True
ORD-CL-202612-003777,247.19799999999998,2.181693,12,84,12,AV. LAS CONDES 3925,-33.38904613999576,-70.54005416426546,453,True
ORD-CL-202612-003778,89.05499999999999,0.703017,8,42,8,AV. INDEPENDENCIA 606,-33.4241184,-70.6551912,223,True
ORD-CL-202612-003779,186.38799999999998,1.050762,12,67,12,AV. MAPOCHO 5003,-33.432762,-70.686501,656,True
ORD-CL-202612-003780,451.068,3.281626,5,53,5,CALLE TEATINOS 3214,-33.436656955578805,-70.65568127045138,2147,True
ORD-CL-202612-003781,339.99399999999997,1.710822,18,115,18,AV. IRARRÁZAVAL 9955,-33.45211752135792,-70.62996532946244,313,True
ORD-CL-202612-003782,60.673,0.5227310000000001,10,27,10,CALLE HUÉRFANOS 3022,-33.442471,-70.67671,1763,True
ORD-CL-202612-003783,47.449,0.192014,11,28,11,CALLE SAN ANTONIO 3448,-33.43487534738776,-70.64887247008978,1973,True
ORD-CL-202612-003784,266.407,1.77027,12,81,12,AV. DEPARTAMENTAL 1600,-33.5014507,-70.6629139,106,True
ORD-CL-202612-003785,49.399,0.393123,7,21,7,AV. MACUL 2508,-33.47767395176471,-70.59879762117647,546,True
ORD-CL-202612-003786,40.882,0.158557,10,27,10,CALLE ARTURO PRAT 7625,-33.452475519393765,-70.64863131734094,1525,True
ORD-CL-202612-003787,65.419,0.475483,12,44,12,CALLE MORANDÉ 1676,-33.43452185756808,-70.65443829443069,1910,True
ORD-CL-202612-003788,210.634,1.6928239999999999,20,72,20,CALLE SAN DIEGO 5960,-33.46971150355578,-70.64855318455172,2051,True
ORD-CL-202612-003789,186.992,1.227752,20,85,20,AV. DEPARTAMENTAL 5645,-33.5108821,-70.5751557,129,True
ORD-CL-202612-003790,7.23,0.009751,4,16,4,CALLE MORANDÉ 1493,-33.43452185756808,-70.65443829443069,1906,True
ORD-CL-202612-003791,52.67099999999999,0.125542,4,38,4,AV. LAS CONDES 7569,-33.4017054,-70.55506068,478,True
ORD-CL-202612-003792,9.259,0.040814,3,8,3,CALLE SAN DIEGO 7691,-33.46971150355578,-70.64855318455172,2061,True
ORD-CL-202612-003793,42.686,0.373691,4,9,4,CALLE BANDERA 6289,-33.44046393300847,-70.65220603930719,1563,True
ORD-CL-202612-003794,53.296,0.286953,11,54,11,AV. PAJARITOS 9628,-33.488076083068606,-70.75138480605311,809,True
ORD-CL-202612-003795,99.584,0.384981,14,48,14,AV. IRARRÁZAVAL 1789,-33.45343436703296,-70.61258929230769,256,True
ORD-CL-202612-003796,380.505,2.660171,24,116,24,AV. MATTA 2703,-33.45799120274538,-70.64211682398948,700,True
ORD-CL-202612-003797,97.362,0.8174460000000001,4,21,4,CALLE CATEDRAL 6951,-33.438738201983064,-70.66443720992424,1620,True
ORD-CL-202612-003798,161.708,0.939366,13,59,13,AV. AMÉRICO VESPUCIO 2037,-33.47458170743243,-70.57790245202703,7,True
ORD-CL-202612-003799,75.14,0.34985900000000003,9,28,9,CALLE HUÉRFANOS 9159,-33.43969907361054,-70.65168277752262,1803,True
ORD-CL-202612-003800,110.549,0.377321,11,44,11,AV. PROVIDENCIA 2918,-33.43307993353561,-70.62608343748443,868,True
ORD-CL-202612-003801,17.464,0.165315,6,47,6,CALLE AMUNÁTEGUI 3822,-33.41625625370045,-70.66756956491413,1434,True
ORD-CL-202612-003802,228.246,1.603728,21,88,21,CALLE SAN ANTONIO 2335,-33.43487534738776,-70.64887247008978,1966,True
ORD-CL-202612-003803,29.693,0.139574,11,23,11,AVENIDA RECOLETA 8905,-33.431874,-70.647723,1367,True
ORD-CL-202612-003804,50.658,0.391903,7,25,7,AV. PAJARITOS 6452,-33.488076083068606,-70.75138480605311,788,True
ORD-CL-202612-003805,98.452,0.484085,11,38,11,CALLE TEATINOS 1106,-33.436656955578805,-70.65568127045138,2135,True
ORD-CL-202612-003806,212.65800000000002,1.9023670000000001,11,41,11,CALLE SAN DIEGO 9203,-33.46971150355578,-70.64855318455172,2069,True
ORD-CL-202612-003807,236.54500000000002,2.023705,12,67,12,AV. TOBALABA 3141,-33.4309207,-70.5855446,1030,True
ORD-CL-202612-003808,53.408,0.433963,5,17,5,AV. PROVIDENCIA 4440,-33.435086638100124,-70.62889344723304,880,True
ORD-CL-202612-003809,23.236,0.139744,6,48,6,AV. PEDRO DE VALDIVIA 8517,-33.446682,-70.605953,845,True
ORD-CL-202612-003810,78.82000000000001,0.40936900000000004,8,49,8,AV. IRARRÁZAVAL 8302,-33.45211752135792,-70.62996532946244,302,True
ORD-CL-202612-003811,29.725,0.125241,8,29,8,CALLE COMPAÑÍA DE JESÚS 5396,-33.439644149230105,-70.66251983715254,1662,True
ORD-CL-202612-003812,72.208,0.428095,8,29,8,AVENIDA DEPARTAMENTAL 2586,-33.49639758636363,-70.67380454545456,1204,True
ORD-CL-202612-003813,184.746,1.385053,9,34,9,CALLE MONJITAS 2005,-33.436639090107406,-70.64200400967839,1858,True
ORD-CL-202612-003814,153.79399999999998,0.809592,13,62,12,AV. MATTA 1017,-33.4593725,-70.6476882,689,True
ORD-CL-202612-003815,157.148,1.133335,12,78,12,AV. VITACURA 8663,-33.3841501,-70.5523583,1173,True
ORD-CL-202612-003816,50.825,0.33245,9,44,9,AV. IRARRÁZAVAL 2958,-33.4545782,-70.6003212,267,True
ORD-CL-202612-003817,78.273,0.367609,16,52,16,CALLE SAN DIEGO 1311,-33.462669877551015,-70.64905335306122,2021,True
ORD-CL-202612-003818,126.134,1.128417,8,57,8,AV. LAS CONDES 2186,-33.38904613999576,-70.54005416426546,442,True
ORD-CL-202612-003819,119.456,0.847059,11,40,11,AV. APOQUINDO 1918,-33.4154357,-70.5897048,55,True
ORD-CL-202612-003820,197.648,1.493064,22,70,22,CALLE SAN ANTONIO 3448,-33.43487534738776,-70.64887247008978,1973,True
ORD-CL-202612-003821,247.11999999999998,1.7048889999999999,8,44,8,CALLE ESTADO 7755,-33.43949515564987,-70.64953513821996,1739,True
ORD-CL-202612-003822,135.513,0.851306,11,40,11,AV. AMÉRICO VESPUCIO 4295,-33.4960506,-70.5847781,18,True
ORD-CL-202612-003823,155.95,1.097169,20,76,19,CALLE AMUNÁTEGUI 6720,-33.41625625370045,-70.66756956491413,1452,True
ORD-CL-202612-003824,69.778,0.46965900000000005,14,40,14,AV. PEDRO DE VALDIVIA 4632,-33.46610691828572,-70.60662423314285,830,True
ORD-CL-202612-003825,163.019,1.242245,14,43,14,AV. PROVIDENCIA 3544,-33.435086638100124,-70.62889344723304,873,True
ORD-CL-202612-003826,258.962,2.287563,12,53,12,AVENIDA TOBALABA 8803,-33.4603279,-70.5532949,1396,True
ORD-CL-202612-003827,4.318,0.007228,4,11,4,AV. VICUÑA MACKENNA 2974,-33.4777124,-70.6224471,1090,True
ORD-CL-202612-003828,164.239,1.004191,17,69,16,AV. RECOLETA 1088,-33.4194855,-70.64406,913,True
ORD-CL-202612-003829,36.452999999999996,0.276672,6,22,6,CALLE MONJITAS 6333,-33.436639090107406,-70.64200400967839,1880,True
ORD-CL-202612-003830,164.273,1.34315,12,50,12,CALLE MONJITAS 4616,-33.436639090107406,-70.64200400967839,1869,True
ORD-CL-202612-003831,106.696,0.7971400000000001,6,20,6,AV. PAJARITOS 2544,-33.50416148181818,-70.75759454545454,754,True
ORD-CL-202612-003832,359.48499999999996,2.5250410000000003,19,80,19,AV. MATTA 3211,-33.45799120274538,-70.64211682398948,705,True
ORD-CL-202612-003833,92.168,0.576513,7,25,7,CALLE ARTURO PRAT 1187,-33.460701875000005,-70.6473110625,1479,True
ORD-CL-202612-003834,214.655,0.836282,17,100,17,CALLE TEATINOS 9422,-33.436656955578805,-70.65568127045138,2188,True
ORD-CL-202612-003835,190.44,1.341143,15,78,15,CALLE SANTO DOMINGO 1727,-33.43720955714286,-70.6615650632653,2081,True
ORD-CL-202612-003836,272.212,1.498949,25,123,25,AV. LAS CONDES 599,-33.38904613999576,-70.54005416426546,466,True
ORD-CL-202612-003837,125.638,1.054208,6,28,6,AV. DEPARTAMENTAL 6863,-33.511587,-70.5622381,137,True
ORD-CL-202612-003838,218.51500000000001,1.298886,25,98,24,CALLE SAN DIEGO 5264,-33.46971150355578,-70.64855318455172,2046,True
ORD-CL-202612-003839,42.339000000000006,0.171942,13,37,13,AV. MACUL 922,-33.49707804581206,-70.59790889427815,577,True
ORD-CL-202612-003840,48.958,0.273577,11,29,11,CALLE SAN DIEGO 7691,-33.46971150355578,-70.64855318455172,2061,True
ORD-CL-202612-003841,66.771,0.34603,13,37,13,GRAN AVENIDA JOSÉ MIGUEL CARRERA 9698,-33.5465824,-70.6689799,2252,True
ORD-CL-202612-003842,174.678,1.018869,14,84,14,AVENIDA GRECIA 7712,-33.474217767999995,-70.55036291280001,1217,True
ORD-CL-202612-003843,195.858,1.255895,20,82,20,AV. SANTA ROSA 9972,-33.5514238,-70.6323222,1017,True
